Title,Company,Description
Data Analyst,PT Esha Parama Teknologi,"Job Description: Job Description Extracting data from various sources to various formats (database, BI Tools, Excel, etc.) | Designing and implementing databases | Creating reports with appropriate visualizations to accommodate the information needs of internal and external users | Identifying, analyzing, and interpreting data | Producing insights that are useful for business | Presenting analysis results and findings | Experienced in using Office, SQL, SQL Server, I Tools (Microstrategy, Power BI, Tableau, etc.), and statistical software | Accustomed to querying, creating reports, and presentations | Experienced with big data tools is a plus"
Data Analyst,PT Ramayana Lestari Sentosa Tbk,"Deskripsi Kerja:: Kualifikasi:: Deskripsi Kerja:   Kualifikasi: Memantau dan menguji perkembangan semua data dan sistem yang dihasilkan | Memastikan kualitas data dan sistem yang dihasilkan memiliki kualitas standar perusahaan | Melakukan dokumentasi atas inspeksi dan tes yang dilakukan | Mempresentasikan data yang ada dan dapat ditampilkan sesuai dengan kebutuhan | Berkolaborasi dengan bagian IT lainnya untuk pengembangan sistem | Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / Ilmu Matematika | Memiliki pengalaman minimal 2 Tahun | Fresh Graduate dipersilahkan untuk melamar | Mahir menggunakan Microsoft Excel, SQL Language, dan Python | Displin dan Teliti"
Data Analyst - Telematics (A-109700),RGF HR Agent Indonesia,"About The Company:: South Jakarta.: Data Analyst.: Job Responsibilities:: Job Requirements:: Business English proficiency.: Minimum 4 years as Data Analyst, in IoT or Telematics, has a solid foundation in statistics and practical experience wit statistical software (please mention the software).: Maximum 40 years old.: [Only CV in English will be processed]: About The Company: Job Responsibilities: Job Requirements: [Only CV in English will be processed]     The working venue is in South Jakarta. | Our client is a Software company. Currently, they are looking for Data Analyst. | Gather data from primary and secondary sources, ensuring the upkeep of databases and data systems. | Detect, examine, and decode trends or patterns within intricate datasets. | Cleanse data and scrutinize computer-generated reports and outputs to identify and rectify coding errors. | Coordinate with management to align business and informational priorities | Identify opportunities for process enhancements. | Employ statistical techniques to scrutinize data and produce actionable business insights. | Collaborate with the management team to determine and rank the needs of different business units. | Develop data dashboards, charts, and visual aids to support decision-making across departments. | Convey insights through both reports and visual presentations. | Partner with engineering and product development teams to understand business requirements. | Engage with managers from various departments to specify data requirements for analysis projects tailored to their unique business processes. | Other responsibilities as needed. | Bachelor's degree in Computer Science, Information Management, Statistics. | Business English proficiency. | Minimum 4 years as Data Analyst, in IoT or Telematics, has a solid foundation in statistics and practical experience wit statistical software (please mention the software). | Maximum 40 years old. | Exhibit exceptional analytical abilities to compile, structure, examine, and present substantial data sets with precision and thoroughness. | Smart, able to work with less supervision, good work ethics, flexible."
Senior Data Analyst,PT Solusi Transportasi Indonesia,"Company Description: About Grab and Our Workplace: Job Description: Get to Know the Team: The Critical Tasks You Will Perform: Qualifications: What Essential Skills You Will Need: Additional Information: Life at Grab: Term Life Insurance: Medical Insurance.: GrabFlex,: Parental: Birthday leave: Love-all-Serve-all (LASA): Grabber Assistance Programme: What We Stand For At Grab: Company Description About Grab and Our Workplace Grab is Southeast Asia's leading superapp. From getting your favourite meals delivered to helping you manage your finances and getting around town hassle-free, we've got your back with everything. In Grab, purpose gives us joy and habits build excellence, while harnessing the power of Technology and AI to deliver the mission of driving Southeast Asia forward by economically empowering everyone, with heart, hunger, honour, and humility. Job Description Get to Know the Team The Regional Market Insights Team helps influence Grab's strategic and operational decisions by offering insights on industry developments and competitive dynamics. We evaluate the landscape through diverse lenses and complement traditional market research with techniques. Reporting to the Lead Market Analyst on a hybrid work arrangement, our team comprises individuals from varied backgrounds, each bringing a unique set of experiences and skills to the table. Someone who excels at teamwork, and can navigate through uncertainties would succeed in this role. The Critical Tasks You Will Perform Qualifications What Essential Skills You Will Need Additional Information Life at Grab We care about your well-being at Grab, here are some of the global benefits we offer: What We Stand For At Grab We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique. Develop metrics and simulation models to sense make competition landscape across multiple segments of Grab's business | Conduct in-depth data analysis and create insights to influence Grab's strategic and operational decisions | Develop data collection and validation processes  | Collaborate with data engineering team to automate data processes | 3+ years of exeprience in a data analytics role. | Experienced in data querying and wrangling using SQL and Python. | Strong understanding of statistics | Familiarity with tools like Airflow and Databricks | Experienced in conveying complex concepts | Familiarity with the ride-hailing, food delivery, and e-commerce industries | We have your back with Term Life Insurance and comprehensive Medical Insurance. | With GrabFlex, create a benefits package that suits your needs and aspirations. | Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave | We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges."
Sales Data Analyst Staff,PT L'ESSENTIAL,"Job Desc :   Job Requirement : Mengumpulkan data penjualan dan riset pasar untuk membantu perusahaan dalam pembuatan keputusan | Mengumpulkan data marketing baik dari sumber primer/sekunder/ Ads dan melakukan analisa dan perbaikan terhadap produk/campaign/event yang terlah berjalan | Berkoordinasi dengan departemen internal/extrnal untuk mengindentifikasi peluang bisnis/perbaikan | Membuat laporan untuk tim internal/external menggunakan grafik, infografis, dan metode lainnya untuk memvisualisasi data | Membuat presentasi berdasarkan temuan dan rekomendasi | Melakukan koordinasi terhadap perbaikan yang akan dilakukan | Min. Pendidikan : S1 Matematika/Ekonomi/Statistik akan diutamakan | Memiliki pengalaman bekerja min. 1 tahun sebagai data analyst/business data analyst | Memiliki kemampuan dalam melakukan analisa data menggunakan Excel, SPSS, atau program sejenisnya | Up to date dengan tren skincare"
Technical Consultant Analyst,"PT. Metrodata Electronics, Tbk","DUKUNGAN PRA PENJUALAN Ikut serta mengevaluasi, mengidentifikasi, serta memberikan rekomendasi, dalam hal memberikan solusi dan konsultasi yang sesuai dengan kebutuhan pelanggan. RENCANA IMPLEMENTASI DUKUNGAN PURNA JUAL Mengadakan kontak langsung dengan pelanggan untuk memberikan pemecahan terhadap permasalahan sederhana yang muncul setelah implementasi berjalan,sekaligus meneliti kemungkinan pengembangan solusi baru. FASILITATOR PELATIHAN Menjadi faslitator, membantu rekan yang lebih senior dalam pelatihan bagi pelanggan dalam mempelajari dan memahami solusi yang diimplementasikan. PENGEMBANGAN PROFESI Memelihara dan mengembangkan pengetahuan dan ketrampilan dalam area spesialisasi yang menjadi area tanggung jawabnya. Membantu menyusun rencana implementasi solusi dan konsultasi yang diwakilinya | Melaksanakan dan memonitor proses implementasi yang menjadi lingkup tanggung jawabnya."
Data Engineer (Power BI),PT. PERSOLKELLY Recruitment Indonesia,"Data Cleaning and Preparation: Data Analysis: Power BI: Database Management: Programming: Data Integration: Data Visualization: Hi everyone, currently we are looking for Data Engineer (Power BI) for our client (outsourced, 1 year contract based) with details as below - Min 2 years experience as Data Engineer (Power BI) - Placement: Jakarta (on-site) -  Skills needed: Data Cleaning and Preparation: Ability to clean, format, and transform raw data into a usable format for analysis. | Data Analysis: Proficiency in exploring and analyzing data to identify patterns, trends, and insights. | Power BI: Expertise in creating interactive and informative dashboards and visualizations using Power BI. | Database Management: Knowledge of querying and managing databases, including SQL or other database tools. | Programming: Basic knowledge of programming languages like Python  | Data Integration: Familiarity with integrating data from various sources, including databases and external files. | Data Visualization: Skill in visually representing data insights in an understandable and impactful way."
Data Engineer - Jakarta - WFO,PT. PERSOLKELLY Recruitment Indonesia,"2+ years of experience using Data Visualization Tools (Power BI is preferred) | Experience in ETL/ELT processes and data integration techniques | Expert in pulling large and complex data using SQL, Tableau | Experience in programming language of Python | Experience in query performance tuning | Experience using AWS | Experience creating Data Mart"
Data Analyst,PT Citra Berlian Sempurna,"Position Overview:: Key Responsibilities:: Preferred Qualifications:: RevoU Data Analytics bootcamp graduates.: Minimum of 2 years of experience as a Data Analyst, preferably in the retail industry.: Proficiency in Microsoft Excel and Tableau/Google Data Studio.: Other Qualifications:: Full WFO in Kelapa Gading, Jakarta Utara.: Position Overview: As a Data Analyst, you will play a crucial role in optimizing our stock management, inventory control, order processing and sales performance. You will analyze data to ensure that we meet customer deadlines while maintaining efficient operations. Your insights on sales statistics will directly influence product offerings and marketing strategies, helping us identify our best-selling and evergreen products.   Key Responsibilities: Preferred Qualifications:   Other Qualifications:   Full WFO in Kelapa Gading, Jakarta Utara. Analyze and interpret data related to stock management, inventory control, and sales performance. | Calculate and monitor economic order quantity and safety stock levels. | Track factory performance and ensure alignment with customer deadlines. | Evaluate sales statistics to identify top-selling items, evergreen products, and trends in customer preferences. | Develop and maintain dashboards to summarize key performance indicators (KPIs) related to sales and inventory. | Collaborate with cross-functional teams to identify data-driven solutions and improvements. | Present findings and insights to stakeholders to inform strategic decisions.
  | RevoU Data Analytics bootcamp graduates. | Minimum of 2 years of experience as a Data Analyst, preferably in the retail industry. | Proficiency in Microsoft Excel and Tableau/Google Data Studio. | Bachelor’s degree in a relevant field (e.g., Data Science, Mathematics Statistics, Business Analytics). | Experience with inventory management and performance analysis. | Proficiency in data visualization tools and dashboard creation. | Strong analytical skills with the ability to interpret complex data sets. | Familiarity with statistical analysis and forecasting methods."
Director - Artificial Intelligence & Data - Financial Services - ID,Deloitte,"Are you ready to unleash your potential? At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.  We believe we have a responsibility to be a force for good, and WorldImpact Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.  We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions. Ready to unleash your potential with us? Join the winning team now! Work you will do Deloitte’s Financial Services industry group strives to support clients in addressing the challenges that impact today’s industry. Our member firm’s global network engages with clients to refine their business models through innovative practices, improved processes and enabling information technologies. You will work alongside our clients to help them make decisions and implement solutions based on ""Heart of the Business"" issues and problem statements from architecting the strategic transformation agenda through to driving business value through execution and implementation.  You will be part of Artificial Intelligence & Data (AI&D) Service Offering, Aligned with Financial Service, for Banking (retail, SME, wholesale, and wealth) or Insurance (Life & General Insurance) and drive the latest and best-in-class transformation narrative for our Financial Services (FS) sector clients across SEA. Typical engagements which you could be involved in include:  Business & Operations transformation initiatives driven by AI & Data such as: You will support Deloitte and client’s business growth by: Your role as a leader At Deloitte, we believe in the importance of empowering our people to be leaders at all levels. We connect our purpose and shared values to identify issues as well as to make an impact that matters to our clients, people and the communities. Additionally, Directors across our Firm are expected to: Enough about us, let's talk about you If you are someone with:  Responsibilities Due to volume of applications, we regret that only shortlisted candidates will be notified. Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website. Enable omni-channel customer journey and experience design | Operating model based on analytics practices | Digital enablement and platform implementation | Identifying client’s business requirements / overall strategy and vision, and any opportunities for efficiencies in existing process / service design | Undertaking extensive desktop and on-the-ground research on various aspects relevant to our current and potential clients viz. market sizing, competitive benchmarking across channels, products, customer experience, digital capabilities, customer servicing, etc. | Developing draft pitch proposals including storyboarding, data analysis, opportunity sizing, proposed team composition, project costing and fee estimates  | Using tech, human-centered design thinking and innovative approaches to solve business needs.   | Participating in team problem solving efforts and offer ideas to solve client issues. | Facilitating client workshops to complete current state assessment and providing basis for future state design and rollout planning.  | Conducting relevant research, data analysis, and create reports. | Maintaining responsibility for quality, completion, and accuracy of work products. | Assessing restructuring operating models, organizational structures, and business processes to streamline core operations’ service delivery. | Assisting in proposal development, as requested. | Actively expanding consulting skills and professional development through training courses, mentoring, and daily interaction with Deloitte colleagues and clients. | Lead from the front, acting as an exemplary role model of integrity for leaders at all levels; promote a strong sense of loyalty and followership as well as to energise others to perform at the highest level | Build a high-performance culture by cultivating individual and team strengths; drive outstanding service, quality and stakeholder value, often through a mix of large cross-business and/or cross-border teams. | Anticipate market and competitor trends to develop and deliver bold and innovative solutions that differentiates Deloitte from others. | Build and maintain trust-based relationships with senior stakeholders and influencers, using highly developed influencing skills to drive positive impact in complex situations. | Set and communicate strategic direction, excite people around the vision and align diverse, cross-business as well as cross-border teams to achieve success. | Manage the development of a strong pipeline of diverse talent for current/ future success; own and drive a talent experience that differentiates Deloitte from others. | Actively manages the business to deliver maximum value to Deloitte and to external stakeholders. | Anticipate market and competitor trends to develop and deliver bold and innovative solutions that differentiates Deloitte. | Bachelor or Masters' Degree in any relevant discipline. | Minimum 15 years of working experience in the Consulting Industry within Financial Services clientele  | It would be great to have
Business problem solving in the banking or Insurance domain, using analytical tools i.e Machine Learning libraries, LLM (Large Language Model) such as Open AI, Anthrophyic, Google Bard.
Hands-on Experience in finding Data Science solutions, developing AI Models using ML Workbench (i.e PIVOTAL Cloudera, Ms Azure, NVDIA Omniverse)
Good foundation in Data Management, Data Governance (AI Model, ML Ops)
Banking domain analytics within mass market;
wealth or private banking sales & customer 360 analytics
fraud-compliance-risk analytics
operational productivity & capacity analytics
human resource analytics or various advanced analytical frameworks for SME / commercial banking
transaction banking, payments, etc.
Insurance Domain within Bancassurance, Life, General Insurance domain such as agency sales & distribution, customer acquisition & servicing analytics, claims processing, fraud, etc. | Business problem solving in the banking or Insurance domain, using analytical tools i.e Machine Learning libraries, LLM (Large Language Model) such as Open AI, Anthrophyic, Google Bard. | Hands-on Experience in finding Data Science solutions, developing AI Models using ML Workbench (i.e PIVOTAL Cloudera, Ms Azure, NVDIA Omniverse) | Good foundation in Data Management, Data Governance (AI Model, ML Ops) | Banking domain analytics within mass market;
wealth or private banking sales & customer 360 analytics
fraud-compliance-risk analytics
operational productivity & capacity analytics
human resource analytics or various advanced analytical frameworks for SME / commercial banking
transaction banking, payments, etc.
Insurance Domain within Bancassurance, Life, General Insurance domain such as agency sales & distribution, customer acquisition & servicing analytics, claims processing, fraud, etc. | wealth or private banking sales & customer 360 analytics | fraud-compliance-risk analytics | operational productivity & capacity analytics | human resource analytics or various advanced analytical frameworks for SME / commercial banking | transaction banking, payments, etc. | Insurance Domain within Bancassurance, Life, General Insurance domain such as agency sales & distribution, customer acquisition & servicing analytics, claims processing, fraud, etc. | It would be nice should you have
Good foundation in programming language i.e (at least one) R, Python, Scala
Certification with relevant to Cloud / Machine Learning / Artificial Intelligence.
Regional Financial Services Experience, across SEA
Strong client relationship skills, including an ability to independently engage with clients.
An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit our short-term and long-term project assignments | Good foundation in programming language i.e (at least one) R, Python, Scala | Certification with relevant to Cloud / Machine Learning / Artificial Intelligence. | Regional Financial Services Experience, across SEA | Strong client relationship skills, including an ability to independently engage with clients. | An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit our short-term and long-term project assignments | Collaborate with clients to understand their business needs, challenges, and goals within the banking sector | Lead or Manage:
Opportunity Management – RFI /RfP Process, Solution Designing, Budgeting and Account Planning
Delivery Management – Project Management, Manage Project Team, Project P&L
Leadership - Mentor and coach team members, fostering their professional growth and development within the banking consulting domain | Opportunity Management – RFI /RfP Process, Solution Designing, Budgeting and Account Planning | Delivery Management – Project Management, Manage Project Team, Project P&L | Leadership - Mentor and coach team members, fostering their professional growth and development within the banking consulting domain | Provide subject matter expertise in banking industry trends, regulations, and best practices to guide clients in making informed | Collaborate with cross-functional teams, including data analysts, technology experts, and business development, to deliver comprehensive solutions to clients. | Stay updated on emerging technologies, market trends, and regulatory changes affecting the banking industry to provide proactive advice to clients"
CVM Data Science,PT XL Axiata Tbk,"Driving data-driven decisions and strategies to optimize customer value management. You will leverage advanced data analytics and machine learning techniques to uncover insights, develop predictive models, and recommend actions that enhance customer experiences, increase revenue, and improve business performance Job Accountabilities :  Analyze customer data to identify trends, patterns, and opportunities for improving customer value.  | Develop predictive models to forecast customer behavior and segment the customer base.  | Collaborate with cross-functional teams to design and implement customer-focused strategies.  | Create actionable insights from data analysis to support marketing, sales, and customer service teams | Build and maintain dashboards and reports to monitor the impact of CVM strategies | Stay updated on industry trends and emerging data science technologies to enhance the organization's capabilities.  | Responsible for understanding, implementing the requirements of the occupational safety and health management system and environmental management system in accordance with their respective duties and functions."
Data Analyst Staff,PT Global Jet Cargo,"Job Description: Requirements: Job Description     Requirements   Collecting and interpreting data | Analysing results | Reporting the results back to the relevant members of the business | Identifying patterns and trends in data sets | Working alongside teams within the business or the management team to establish business needs | Defining new data collection and analysis processes | Strong mathematical & numeracy skills. | Excellent in Microsoft Excel | Intermediate understanding of databases such as SQL Server, Oracle and SAP. | Excellent analytical skills - the ability to identify trends, patterns and insights from data. | Strong attention to detail | Understanding of reporting & data visualisation tools such as Business Objects, PowerBI and Tableau."
Lead Data Engineer,PT Solusi Transportasi Indonesia,"Company Description: Job Description: Get to Know the Team: Get to Know the Role: The Critical Tasks You Will Perform: Qualifications: The Essential Skills You Will Need: Additional Information: Life at Grab: Term Life Insurance: Medical Insurance.: GrabFlex,: Parental: Birthday leave: Love-all-Serve-all (LASA): Grabber Assistance Programme: What we stand for at Grab: Company Description Grab is Southeast Asia's leading superapp. We are dedicated to improving the lives of millions of users across the region by providing them everyday services such as deliveries, mobility, financial services, enterprise services and others. More than that, we provide the opportunity for them to have a better life. And that aspiration starts inside Grab because we believe in a seamless blend of work and home life, making every aspect of life better for all. Job Description Get to Know the Team The Marketing Growth team drives data-driven strategies to accelerate marketing efforts and enhance customer engagement. We are a collaborative, team focused on building scalable solutions that empower decision-making across the organization. Get to Know the Role We are looking for a Lead Data Engineer to shape our data infrastructure and ensure advanced analytics for the Marketing Growth team. You have experience in data engineering, with a focus on designing and implementing scalable data pipelines. This role is critical to supporting our growing business, offering the opportunity to work with a creative team and contribute to the enhancement of marketing projects across Southeast Asia. The Critical Tasks You Will Perform Qualifications The Essential Skills You Will Need Additional Information Life at Grab We care about your well-being at Grab, here are some of the global benefits we offer: What we stand for at Grab We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique. Design and Implement Pipelines: Lead the creation of data pipelines to transform data from multiple sources. | Partner with data scientists and team members to understand data requirements and provide efficient solutions. | Ensure Data Quality: Implement processes for data validation, testing, and monitoring to ensure accuracy and reliability. | Oversee the maintenance and optimization of existing data pipelines, ensuring. | Provide Technical Leadership: Mentor junior data engineers, encouraging a culture of learning and collaboration. | Support Feature Development: Collaborate with platform teams to define feature requirements and support data migration efforts. | 5 years experience in data engineering roles, with a focus on designing and implementing scalable data pipelines. | Proficiency in Python, Scala, or Java. | Familiarity with big data technologies such as Apache Spark, Kafka, and Airflow. | Experience with data modeling, ETL/ELT processes, and data warehousing concepts. | Experience with real-time data processing architectures. | Experience communicating updates and resolutions to customers and other partners, with teams. | We have your back with Term Life Insurance and comprehensive Medical Insurance. | With GrabFlex, create a benefits package that suits your needs and aspirations. | Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave | We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges."
Data Engineer (ETL),PT. PERSOLKELLY Recruitment Indonesia,"Hi everyone, currently we are looking for Data Engineer (ETL) for our client (outsourced, 1 year contract based) with details as below - Min 2 years experience as Data Engineer (ETL) - Understanding of data warehouse and its design, proficient in ETL/ELT using Talend, with a plus if familiar with PPDM (Public Petroleum Data Model). - Placement: Jakarta (on-site) - Gross Salary: IDR 12.000.000"
Data Analyst & Data Cleansing Specialist,PT Asia Outsourcing Services,"Data Analyst : Placement : Jakarta: Job Scoops:: Qualifications as follows:: Our client a Leading Banking in Indonesia is currently looking for vacancies for the following positions :    Data Analyst  Placement : Jakarta   Job Scoops:   Qualifications as follows: Employ Excel functions such as pivot tables, filters, and string formulas to identify and rectify inconsistencies, errors, and duplicates within datasets. | Standardize data formats and ensure data adheres to established guidelines and quality standards. | Review credit and collateral documents to extract relevant data points and validate their accuracy. | Interpret complex terminology within the documentation. | Develop and implement systematic approaches to data cleansing processes. | Identify patterns and trends within data to proactively address potential issues. | Liaise with internal stakeholders to understand data requirements and report findings. | Articulate data cleansing methodologies and outcomes clearly and concisely. | Min Bachelor Degree | Advanced proficiency in Microsoft Excel, including pivot tables, filters, and string formulas. | Demonstrated ability to analyze and interpret credit and collateral documentation. | Exceptional attention to detail and accuracy. | Strong analytical and problem-solving skills. | Excellent written and verbal communication skills.   | Prior experience in regulatory reporting or credit administration. | Familiarity with data cleansing tools and techniques. | Understanding of data governance and quality control principles. | Able to communicate in English"
Data Analyst Staff,PT Prakarsa Alam Segar,"Job Description :: Requirement :: Job Description :  Requirement : Interpret data, analyze results using statistical techniques and provide ongoing reports | Manage data collection systems, data analytics and other strategies that optimize statistical efficiency and quality | Acquire data from primary or secondary data sources and maintain databases/data systems | Identify, analyze, and interpret trends or patterns in complex data sets | Candidate must possess at least a Bachelor's Degree in Information Technology/ Computer Science, Mathematics, or Statistic, with a GPA minimum 3.00 | Experience in scripting with SQL, Phyton, and extracting large sets of data | Experience in creating dashboard on BI tools (e.g. Google Data Studio, Amplitude, Tableau) | Good communication skill to partner effectively with a cross-functional team. | Experience processing, filtering, and presenting large quantities of data using suitable data visualizations."
AI Engineer,TUNTUN SEKURITAS INDONESIA,"Key Responsibilities:: Requirements:: Hello Everyone,
Tuntun Sekuritas Indonesia is currently hiring for AI Engineer.
Industry: Financial/ Securities
Location: North Jakarta
Salary range: 35.000.000 - 50.000.000 IDR   Key Responsibilities:   Requirements: Design, develop, and train machine learning and deep learning models. | Experiment with different model architectures to enhance performance. | Integrate AI models into existing systems and applications. | Deploy and maintain models in production environments. | Optimize models for speed, scalability, and cost-efficiency. | Research and explore new techniques for optimizing Large Language Models (LLMs). | Collaborate with data engineers, software engineers, product managers, and other teams. | Clearly communicate technical concepts to non-technical stakeholders. | Define project requirements and deliverables with cross-functional teams. | Monitor and improve model performance using feedback and new data. | Document the development process, models, and algorithms. | Prepare reports and presentations on project progress and outcomes. | Bachelor’s or Master’s degree in Computer Science, Engineering, Mathematics, or a related field. | Min 5 years Proven experience in machine learning, deep learning, and AI model development. | Hands-on experience with AI frameworks like TensorFlow or PyTorch. | Proficiency in Python; experience in Java, GoLang, or Node.js is a plus. | Experience with training and deploying Large Language Models (e.g., GPT, LLAMA). | Strong problem-solving and analytical skills. | Align with the company's core values: Customer first, Pursue the excellence, Being radical truthful."
Data Analyst (Mandarin Speaker),PT Global Jet Cargo,"Job Descriptions:   Job Requirements: Plan and manage network construction projects. | Develop and implement network policies and standards. | Track project progress and ensure compliance. | Analyze and resolve network issues. | Assist with other tasks as needed. | Fluent in Mandarin (preferably HSK level 5 above) | Preferably candidate with 1-2 years logistic / data experience | Fresh graduates are welcome to apply | Bachelor degree in any fields, preferably logistic major | Good communication and logical | Able to adapt in fast paced environment | Able to operate basic Microsoft office software"
Instruktur Informatika (Rekayasa Perangkat Lunak),YAYASAN ASTRA BINA ILMU (POLITEKNIK ASTRA),"Deskripsi Pekerjaan:: Persyaratan:: Benefit:: Deskripsi Pekerjaan: Persyaratan: Benefit: Bersedia ditempatkan di Politeknik Astra, Kampus Pengembangan (Cikarang Selatan, Kab. Bekasi, Delta Silicon II) Melaksanakan proses belajar mengajar praktek sesuai dengan konsep Astra Industry Based Education (AIBE); | Melaksanakan coaching dan counseling bagi mahasiswa; | Melaksanakan stock opname sesuai area; | Melaksanakan kegiatan produksi dan pelatihan sesuai tuntutan QCDI; | Melaksanakan kegiatan riset, pengabdian masyarakat dan pengembangan produk dan teknologi; | Memiliki pengalaman dan pengetahuan sesuai dengan bidang dan kompetensi. | Minimal Pendidikan D3 Informatika; | Memiliki sertifikasi kompetensi (diutamakan); | Menjunjung integritas tinggi dalam menjalankan tugas dan kewajibannya sebagai tenaga pendidik; | Memiliki jiwa dan minat besar sebagai tenaga pendidik, dan bersedia penuh waktu; | Memiliki spesialisasi yang dibuktikan dengan Sertifikasi Kompetensi atau Projek dalam salah satu bidang yaitu System Analyst, Software Engineering, Machine Learning, Artificial Intelligence, Data Engineer, dan Data Scientist | Tunjangan Akademik | Tunjangan Kesehatan, Makan, Transportasi | Dana Pensiun Astra"
"Professor/ Lecturer Data Science, Information Communication Technology",Western Sydney University Indonesia,"Western Sydney University is a modern, forward-thinking, research-led university, located in the heart of Australia’s fastest-growing, economically significant region.  The University has 11 campuses in Sydney, and has launched it's first international campus in Surabaya, Indonesia. The University has more than 200,000 alumni, almost 50,000 students, and approximately 3,500 staff.   Western Sydney University Indonesia (WSUI) is looking for passionate academics with expertise in Data Science and Information Communication Technology to lead and transform the education system for Indonesian students.  The purppse of this position is: If you are ready to inspire the next generation of leaders and be part of a team dedicated to world-class teaching and impactful research, we want to meet you!   Provide senior leadership in Data Science or ICT across research, teaching, and curriculum development. | Lead and contribute to the development, implementation, and teaching of Data Science or ICT subjects. | Conduct research in the field of Data Science or ICT and supervise master's and PhD students. | Drive innovation and thought leadership in Data Science or ICT research and education. | Collaborate with various units within Western Sydney University to enhance research and educational initiatives. | Foster external relationships, including partnerships with industry and sector organizations, to support program initiatives."
Data Engineer Intern,PT Lion Super Indo,"Job Description:: Job Requirements:: college student: Job Description:
Evaluating current ETL
Support defining improvement for current ETL
Support creating reports for business users Job Requirements:
Must be college student from related IT field (not graduate yet)
Basic knowledge in database & data warehouse concept
Good knowledge in programming algorithm
Good knowledge in SQL programming
Willing to do full-time Work from Office (WFO) during working days (Monday - Friday)"
Data Analytics Manager,PT People Strat Consulting,"Job Descriptions: Qualifications: : PeopleStrat Consulting is hiring a Data Analytics Manager for a leading IT Software Consulting for Multi-finance (finance & banking) services established in 2000. Job Descriptions   Qualifications:    Build predictive models for credit risk, collections, fraud, and other business needs and Financial Industry | Manage and own the entire end-to-end lifecycle of buildings and validate predictive models along with their deployment and maintenance | Engineer predictive features from existing data to build refined customer profiles. Identify external data assets to bring into the model mix | Work backwards to conceptualize and design analytic model frameworks to solve business problems | Strong communication skills to share your learnings, lead with the given strategy, get multiple stakeholders to buy into the vision and execution of the analytics roadmap | Bachelor's degree or equivalent experience in quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.) | At least 4 years of hands-on experience in building, evaluating, and monitoring ML collection risk or consumer credit scoring models for financial products | Minimum 2 years of leadership experience | Solid understanding of mathematics and statistics | Sound knowledge of machine learning concepts such as Bagging, Boosting, Recommendation Engines, etc | Expert in feature creation on a variety of data types | Professional experience in building machine learning analytics model development | Understanding of trade-offs between model performance and business needs | Proven experience to formulate data science solutions to business problems | Proven ability to communicate with business and know business needs | Work experience and knowledge of more than one domain is a plus - Risk Analytics, Marketing Analytics, Fraud analytics, etc. | Tools: Power BI, Tableau, Machine Learning and MySQL"
Data Engineer,"PT. Metrodata Electronics, Tbk","We are looking for an experienced Data Engineer to join our team. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Data Engineer, you’ll work closely with our engineers to ensure system consistency and improve user experience.    Data Engineer roles and responsibilities include:   PT Metrodata Electronics, Tbk (Digital Solution and Distribution Company) would like to invite you to be part of the company to develop yourself and your skills. If you are:  If you meet the requirement we needed, let’s apply for the following open positions.  Metrodata not just offer for the job, we offer you for brighter career future.  Create data sets that align with business needs | Develop algorithms to transform data into useful and actionable information | Build, test, and maintain database pipeline architecture | Collaborate with management to understand company goals | Create new data validation methods and data analysis tools | Ensure compliance with data governance and security policies | Bachelor's Degree,Computer Science/Information Technology  | At least 1 year of working experience as Data Engineer | Must have work experienced with SQL and Pyhton | Must have work experienced with system scripting | Must have work experienced with Reserved ETL | Must have work experienced with Snowflake | Good knowledge in analyze statistics, data mining, remodeling data"
