Title,Company,Description
Senior Data Analyst,PT INDONESIA LOGAM PRATAMA,"Main Responsibilities :: Requirements :: Main Responsibilities :   Requirements : Deliver analysis, insights, reporting, data marts, and tools to support the business team | Writing SQL scripts, queries, and stored procedures to extract data | Develops complex advancement reports using SQL, Microsoft Office and other utilities or languages as necessary | Identify data issues proactively and flag them to respective stakeholders | Implements best practices in data management to ensure the integrity of the data, the quality of data processes and delivers analyzable or analyzed data to a variety of internal and external clients | Designing and running queries, generating reports, and helping other people in your organization interpret and use data | More than 3 years of working experience in data-related fields | Strong experience with data raw collections and manipulation using Microsoft Excel | Strong experience with SQL Connection and SQL Query with problem solving | A strong business acumen and communication skill | Able to effectively deliver technical presentations to non-technical stakeholders | Comfortable working independently and collaboratively with minimal guidance"
Management Trainee - Credit Analyst Cirebon (Penempatan Seluruh Indonesia),"PT. BFI FINANCE INDONESIA, Tbk","Management Trainee adalah program percepatan pengembangan karyawan yang didesign oleh perusahaan untuk menciptakan pemimpin yang handal melalui penyediaan kurikulum yang terintegrasi dengan proses belajar berdasarkan pengalaman dan latar belakang pendidikan. | Peserta program Management Trainee akan menjalani pelatihan secara offline dan online serta On Job Training yang akan dilakukan di Kantor Pusat maupun cabang BFI Finance di Seluruh Indonesia. | Lulusan program Management Trainee untuk mempersiapkan Talent di bidang Credit Analyst yang bertanggung jawab dalam melakukan compliance prior to approval untuk semua pengajuan aplikasi termasuk memonitoring dan menyediakan laporan portofolionya. | Pria/Wanita, single/belum menikah | Usia Maksimal 27 Tahun | Pendidikan minimal S1 semua jurusan dari universitas terkemuka dengan IPK Min. 3.00. | Memiliki kemampuan komunikasi yang baik, supel dan pekerja keras. | Diutamakan bisa menyetir dan memiliki SIM A. | Bersedia penempatan di Seluruh Indonesia | Bersedia menjalani Ikatan Dinas selama 2 tahun."
Data Analyst (Business Intelligence),Orico Balimor Finance,"Job Description:: Job Qualification: : Jakarta Pusat.: Job Description: Job Qualification:  Analyze large datasets to identify trends, patterns, and insights that drive business performance. | Utilize SQL to extract, manipulate, and analyze data from databases. | Employ Excel for data analysis, including advanced functions and data modeling. | Use Python for data processing and analysis, including libraries such as Pandas and NumPy. | Collaborate with cross-functional teams to understand data needs and deliver actionable insights.
  | Bachelor’s Degree in Computer Science, Information Technology,  or a related field. | Experience as a Digital Analyst or in a similar analytical role minimum 2-3 years, preferably specialized in financing/multi-finance/banking/leasing company.  | Proficiency in data visualization tools, particularly Power BI. | Strong skills in SQL for data extraction and analysis. | Familiarity with Python for data analysis and scripting. | Advanced Excel skills, including the use of pivot tables, formulas, and macros. | Excellent analytical skills with a strong attention to detail. | Strong problem-solving skills and the ability to work independently. | Fluent in English, both speaking & writing will be plus point. | Placement in Head Office: Jakarta Pusat."
System Analyst,PT Omega Softindo,"Key Responsibilities:: Job Qualifications:: Education:: Experience:: Technical Skills:: Personal Attributes:: We are seeking a dedicated professional to support and enhance our Payroll/HRIS solutions for users. This role involves analyzing business requirements, configuring applications, and ensuring effective implementation and user training. Key Responsibilities: Job Qualifications: Join us in making a meaningful impact through effective Payroll/HRIS solutions! Support and deliver Payroll/HRIS solutions to meet user needs. | Analyze and interpret system processes and business requirements, translating them into effective system designs. | Configure and customize applications to streamline designated processes and transaction flows, including interface programs. | Develop and execute design specifications, documentation, testing, and implementation following project methodologies, change management, and release processes. | Provide support and guidance to users during the implementation of new systems, processes, and enhancements. | Create, maintain, and deliver comprehensive training and documentation for users. | Monitor and assess new software releases and patches, providing informed recommendations. | Education: Bachelor's degree in Computer Science, Information Systems, Industrial Engineering, or a related field. | Experience:
Preferred candidates with experience in Payroll/HRIS processes within retail, logistics, manufacturing, plantation, or distribution sectors.
Minimum of 2 years of relevant working experience in the field. | Preferred candidates with experience in Payroll/HRIS processes within retail, logistics, manufacturing, plantation, or distribution sectors. | Minimum of 2 years of relevant working experience in the field. | Technical Skills: Proficiency in MySQL, MS Access, or MS SQL Server. | Personal Attributes:
Strong analytical skills and self-motivation.
Ability to work effectively in a team-oriented environment.
Willingness to work diligently to meet deadlines. | Strong analytical skills and self-motivation. | Ability to work effectively in a team-oriented environment. | Willingness to work diligently to meet deadlines."
Senior Data Analyst Marketing,PT Multi Star Rukun Abadi (Sharon Bakery),"KUALIFIKASI :: DIMOHON AGAR MELAMPIRKAN RESUME SEBAGAI SYARAT INTERVIEW :: KUALIFIKASI :   DIMOHON AGAR MELAMPIRKAN RESUME SEBAGAI SYARAT INTERVIEW : Gelar Master/Sarjana (s1) dalam ilmu perhitungan kuantitatif (Spt : Matematika, Statistik, Fisika, Teknik, Komputer Sains, Analisa Data, Pembelajaran Mesin) | Memiliki pemahaman teoretis yang baik mengenai model statistik yang relevan, cara kerja, asumsi, dan batasannya. | Pengalaman 2-5 tahun mengembangkan model kredit di bidang Ritel/UKM, kartu kredit, analisis pedagang, aplikasi/perilaku/koleksi, model deteksi penipuan merupakan nilai tambah. | Memiliki pengalaman dalam siklus hidup pengembangan model untuk data scientist (pelatihan, pengujian, penyetelan, dan pemantauan kinerja) merupakan nilai tambah. | Memiliki pengalaman dalam visualisasi data dan dashboard design; mahir dalam alat visualisasi (misalnya Tableau) merupakan nilai tambah. | Memiliki pengetahuan dalam setidaknya 2 bahasa berikut: Python, R, SQL. | Memiliki pengalaman dengan IRB, IFRS9, dan peraturan lokal untuk negara-negara ASEAN merupakan nilai tambah. | Memiliki pemahaman tentang manajemen data dan infrastruktur data. | Terbiasa dengan lingkungan kerja yang dinamis, mandiri, fleksibel, dan kreatif. | Memiliki komitmen terhadap Misi dan nilai-nilai perusahaan | KTP & Photo terbaru | Kartu Keluarga (KK) | Surat Izin Mengemudi (SIM) | CV | Ijazah | Paklaring. | Deskripsi pekerjaan dan detail pengalaman kerja."
System Analyst,PT Salva Teknologi Digital,"• To evaluate requests for systems development/enhancement, and compose project plan by defining stages and timescales for each stage.
• To communicate with user departments, gaining/maintaining an in-depth knowledge of their business functions, understanding their needs, explaining the impact of any change in their technical environment and training them in the use of new applications.
• To investigate, evaluate and report alternative solutions to business needs and recommend the preferred solution.
• To take responsibility for all or part of a project from requirements analysis to acceptance testing, including scheduling and satisfactory completion.
• To provide support and technical guidance for junior staff in project team 
• To undertake analysis, design and programming tasks to current standards.
• To participate with the user in developing systems and acceptance test data and establish measurement criteria.
• To assess production problems and determine appropriate solutions.
• To provide a high level of expertise on systems analysis and design. 
• To act as in-house consultant in specific areas of systems specialization.
•  To maintain a good knowledge of relevant software, hardware, communications, data base management and distributed processing techniques, and to recommend use of appropriate outside software to system and user management."
Business Solution Specialist/IT Presales,PT Infinitium Solutions,"Requirements::  Requirements:       To attend meetings with potential clients to determine technical and business requirements and ensuring that all necessary information is collated prior to producing a solution. | Evaluate business processes, anticipate requirements, uncover areas for improvement, and developing and implement business solutions. | Put together business cases for sales teams to support their proposals. | Conduct in-depth needs analysis with prospect’s technical staff to determine technical requirements and solutions. | Assists to prepare and review the business processes, requirements, and functional specifications based on the proposed solutions. | Translate business requirements into use cases or functional specifications. | Ensure potential solutions meet business needs and requirements. | Assists to define intuitive user interface design (process flows, wireframes, mockups, and prototypes). | Effectively communicate business insights and plans to cross-functional team members and management. | Serve as a liaison between internal team and clients. | Conduct regular meetings and presentations with internal team or clients to feedback on issues with current solution and provide input around new solutions. | Prepare business reports by collecting, analyzing, and summarizing business trends and opportunities for improvement.  | Candidate must possess at least a Degree in Business Information System or related field or equivalent. | Fluent in spoken and written English with good communication, consultative and interpersonal skills. | Strong IT E-Commerce Payment and Banking requirement understanding with strong presentation and demonstration skills to both business and technical audiences – excellent written and oral communication skills and well organized. | Analytical thinking and problem solving and being detail-oriented and capable of delivering a high level of accuracy. | Demonstrated people development and teamwork skills – able in solving problems from technical to organizational to personnel challenges. | Strategic thinker with a positive attitude, initiative, proactive personality, and able to work under pressure in a fast-paced environment. | Knowledge of business structure and stakeholder analysis. | Self-motivated and able to work independently. | Candidates who have business analysis certification (ECBA, CCBA, CBAP, AAC, CFLBA, PMA) would have an added advantage. | Candidates who have a minimum of 3 years of working experience are welcome."
Sales Operation Analyst,PT. Kalbe Farma Tbk. (International Division),"Job Descriptions:: Requirements:: Job Descriptions: 1. Regularly mine and analyse data from sales operation side (regular sales data, program) and provide insight as well recommendation to drive optimization and improvement of business operation. 2. Develop process and tools to monitor and analyse on going-post sales/trade program and provide dashboard to sales operation team. 3. Interpreting data- analysing results using statistic technique/computer program and providing report to management. 4. Present information using data visualization techniques. 5. Provide regular business report (weekly, monthly, quarterly) with analysis (performance, trend, risk and opportunity, projection). 6. Developing and implementing database- data collection system- data analytic and other strategies that optimize statistical efficiency and quality.  Requirements: 1. Bachelor’s or Master degree in statistic/computer science/system information or business management. 2. Minimum 3 years working experience as senior sales analyst position within the pharmaceutical or FMCG industry. 3. Excellent in reporting & data analysis, love crunching number. 4. Experience analysing and identifying trends to plan against results. 5. Analytical – ability to analyse large amounts of data. 6. Familiar with data processing tools (Tableau/etc), as well excellent in MS office program (excel/power point). 7. Adept personality and able to work with multiple stakeholder."
Data Analyst,Mega Insurance,"Responsibilities Requirements • Expected young candidate maximum 28 years old. • Fresh graduates are welcome to apply or professional with maximum 1 year of experience. • Graduated from reputable university with minimum GPA of 3.00. • Bachelor Degree (S1) or Master Degree (S2) Actuary or Statistics. • Showing excellent personal quality in continuous learning, analytical thinking, teamwork, and achievement Collecting data on existing customers from the marketing team | Analyzing trends in existing customer data to uncover specific patterns, with the goal of creating a customer retention program"
Financial Analyst,EF English First,"GENERAL DESCRIPTIONS: TASKS & RESPONSIBILITIES: QUALIFICATIONS: GENERAL DESCRIPTIONS The Financial Analyst will provide essential support in the areas of financial analysis, reporting, and administrative tasks. This role involves tracking costs, performing variance analysis, participating in reporting and closing processes, and producing basic financial reports.   TASKS & RESPONSIBILITIES   QUALIFICATIONS Track and monitor costs associated with various projects and departments, ensuring they align with budgets and forecasts. | Perform variance analysis to identify and explain deviations between actual and budgeted revenue streams, costs, expenses, providing insights to management to support decision-making. | Participate in monthly and annual financial reporting and closing processes, ensuring accuracy and completeness of financial data, accompanied with analyses | Produce basic financial and business reports by gathering and analyzing data from Financial System (AARO, soon to be Oracle) and Business Systems. | Ensure reports are accurate, timely, and provide meaningful insights to support business decisions. | Assist in maintaining and updating financial models, ensuring they reflect current business realities and support accurate forecasting. | Communicate findings and insights clearly and concisely to both financial and non-financial stakeholders. | Identify opportunities to improve processes related to financial analysis, reporting, and data management. | Implement best practices and tools to enhance the efficiency and effectiveness of financial operations. | Support Head of Control & Planning and Upper Management in Budgeting and Forecasting exercise. | Bachelor’s degree in Finance, Accounting, Economics, or a related field. | Minimum 3 years of experience in financial analysis, accounting, or a related role. | Strong analytical skills, with the ability to perform detailed financial analysis and reporting. | Proficiency in financial software and systems, as well as advanced Excel skills. | Strong attention to detail and a commitment to accuracy. | Good organizational skills with the ability to handle multiple tasks and meet deadlines. | Excellent communication skills, both written and verbal. Ability to work independently and as part of a team in a fast-paced environment."
Senior Data Scientist - Hybrid Set up (Semarang),PT Accenture,"Responsibilities: Qualifications: Responsibilities Qualifications Drive sales and solutioning of data science/analytics engagements | Manage and/or supervise project delivery | Mentor teams, build new capabilities, support/contribute to thought leadership and building new skills. | Work seamlessly with Client teams in positioning data science/analytical capabilities and with help of them drive deliver data science/analytics engagement. | Manage the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise ratios, high variance, and multiple objective functions | Requires being creative and resourceful and will utilize traditional statistical methodologies as well as newer techniques from computational statistics and data mining and big data capabilities. | Experience in one or more statistical software packages such as R, SAS, SPSS, etc | Experience in one or more programming languages such as Python, R, etc | Experience in one or more machine learning solutions such as TensorFlow, IBM Watson, etc | Experience in one or more tools for visualization such as Tableau, Qlik, D3, etc | Good understanding of statistical modelling and machine learning | Good understanding of machine learning techniques such as Neural Networks, Random Forest, etc | Ability to meet travel requirements, when applicable | Have a minimum of 3-5 years in relevant experience | Have a minimum of Bachelor degree"
Procurement Analyst (Reporting),PT Language Talent Solutions,"Key Responsibilities: Responsible for developing, maintaining, and optimizing procurement-related reports and dashboards. This role is critical in ensuring data-driven decision-making by providing accurate, timely, and insightful reports to the Procurement department and other key stakeholders. | Design, develop, and manage regular and ad-hoc procurement reports, including spend analysis, supplier performance, cost savings, and compliance reports. | Create dashboards that visualize procurement metrics and KPIs for stakeholders, helping to monitor and optimize procurement processes. Develop/maintain Operation Excellence dashboards | Ensure the accuracy, consistency, and integrity of procurement data in all reports and dashboards. | Conduct regular audits and data validation processes to maintain high data quality standards. | Analyze procurement data to identify trends, opportunities for cost savings, and areas for process improvement. | Provide actionable insights and recommendations to support procurement strategies, supplier negotiations, and budgeting processes. | Collaborate with the IT department to enhance the functionality of procurement systems and MIS tools, ensuring they meet the reporting needs of the department. | Identify and implement automation opportunities to streamline reporting processes and improve efficiency. | Work closely with the Procurement team and other departments (e.g., Finance, Operations) to understand reporting requirements and deliver relevant insights. | Communicate data findings, trends, and insights to management and other stakeholders in a clear and concise manner. | Ensure that all procurement reports adhere to company policies, industry standards, and regulatory requirements. | Stay up-to-date with the latest trends and best practices in procurement reporting and MIS. | Provide ongoing support and troubleshooting for any issues related to procurement MIS reporting.

Requirements: | Minimum of 3- 5yrs of experience in reporting and also procurement knowledge | Hands on SAP | Excellent knowledge on excel, power point, Power BIs creation | Proven ability to work independently and as a team member | Good organizational, multi-tasking, and time management skills |  Adaptable communication ability to conform to the varied corporate cultures and organizational structures of our customers | The ideal candidate will be a highly motivated independent self-starter who thrives on challenge and delivering exceptional results | The ideal candidate must possess a desire to learn and deliver as a true team player
"
IT Business Analyst,Hand International Pte. Ltd.,"Responsibilities:   Qualifications: Able to work in rotating shift system include work on public holiday.       Develop new and enhance existing features/functionalities to meet clients’ needs.              | Review and debug existing code.                                                                                               | Understand and analyze business processes with existing IT system processes and do monitoring, maintenance and improvements.                                                             | Database installation, maintenance and troubleshooting.                                                      | Identify ideas to improve system performance and impact availability.                          | Conduct an analysis of incoming issues with the available tools. | Provide a response to the partner for the support request submitted, along with the ticket number obtained from the ticketing system                            | Bachelor's degree or equivalent experience in Computer Science or related field.         | Have 2 year related experience              | Have experience in e-commerce                                           | Have a good understanding of the Java programming language, including its syntax, data types, control structures, and object-oriented programming concepts.                               | Have a good understanding of SQL and database concepts.                                                         | Have a good understanding of HTML and Bootstrap.                                                          | Have a good understanding of Javascript, Ajax and JSON.                                                               | Have a knowledge in designing and building micro services and REST API. | Able to analyze problems and come up with creative solutions to address them.            | Have strong attention to detail and work well under pressure.                                                     | Fluent in written and spoken English.                                                            | Able to communicate effectively with team members and stakeholders, both verbally and in writing.                                                               | Have a desire and willingness to learn new technologies and programming languages."
marketing research and analysis,Carcirus Rental,"Job Type:: Job Overview:: Marketing Research Analyst: Key Responsibilities:: Qualifications:: Preferred Qualifications:: Job Type: Full-time Job Overview: We are seeking a skilled and detail-oriented Marketing Research Analyst to join our team. In this role, you will be responsible for gathering, analyzing, and interpreting market data to help guide our business decisions. You will work closely with the marketing team to develop strategies that target our key demographics and help the company stay competitive in the industry. Key Responsibilities: Qualifications: Preferred Qualifications: Conduct market research to gather data on consumer demographics, preferences, and trends. | Analyze market conditions and competitor data to identify opportunities and threats. | Develop and implement research methodologies and data collection techniques, such as surveys, interviews, and focus groups. | Prepare and present detailed reports and recommendations based on research findings. | Monitor and forecast marketing and sales trends, and measure the effectiveness of marketing programs. | Collaborate with the marketing team to refine marketing strategies and improve overall campaign performance. | Stay updated on industry trends, technologies, and best practices in marketing research. | Bachelor’s degree in Marketing, Business, Statistics, or a related field. | Proven experience in market research, data analysis, or similar roles. | Strong analytical and critical thinking skills, with a focus on attention to detail. | Proficiency in data analysis tools such as SPSS, Excel, or other statistical software. | Excellent written and verbal communication skills. | Ability to work independently as well as part of a team. | Strong organizational and time management skills. | Master’s degree in Marketing or related field. | Experience in digital marketing or social media analytics. | Familiarity with market research techniques such as SWOT analysis, PEST analysis, and consumer behavior modeling."
Data Analyst (Spare Part Management),"PT SMART,Tbk","Job Description Summary: Job Description: Job requirements:: Job Description Summary
Responsible for analyzing spare parts inventory & availability and suggest improvements to cut cost & improve the entire process. Job Description   Job requirements: ""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person"" Extracting data from various sources to various formats (database, BI Tools, Excel,etc) | Designing & implementing database | Creating reports with appropriate visualization to accommodate the information needs of internal and external users | Identifying, analyzing and interpreting data | Producing insight that are useful for business | Presenting analysis result and findings | Experienced in using ERP (SAP), CRM, Coupa, Office, SQL, Queries, SQL Server, I Tools (MicroStrategy, Power BI, Tableu, etc) and Statistical Software is a plus | Accustomed to querying, creating reports and presentation | Experienced with big data tools & business process improvement method (Six Sigma, Lean Management, PDCA, etc) is a plus | S1 in Information Technology  | Having 2-3 years experiences as data analyst | Good knowledge in Excel/ERP/SQL/Power BI/Tableu/Coupa | Good analytical thinking"
CS Reporting and Data Analyst,Halodoc,"You are expected to provide comprehensive reports and insights to the CS Department and other departments to highlight and resolve customer issues. You will deliver your reports to CS Assistant Manager.: Key Responsibilities:: Qualifications:: Able to join as soon as possible: You are expected to provide comprehensive reports and insights to the CS Department and other departments to highlight and resolve customer issues. You will deliver your reports to CS Assistant Manager. Key Responsibilities:   Qualifications: Maintain databases, dashboards, and report collections of Customer Service | Collect, analyze, and interpret business data into proper reports | Pro-actively approach related various departments to collect data that are related with CS department | Monitor and analyze KPIs to ensure the CS team are align with company goals and business | Able to join as soon as possible | Min. Bachelor Degree of any relevant degree/major | Proficient in English (professionally - speaking and writing) | Have decent experience as a Data Analyst & Reporting in Customer Service will be an advantage | Familiarity with Ms. Excel, Google Spreadsheet, and/or other statistic and numerical platforms/tools | Strong mathematical & numeracy skills | Excellent analytical skill - able to identify trends, patterns, and insights from data | Strong attention to detail"
Market Research (Marketing Development) - Telco,PRIMA GROUP,"Kualifikasi:: Tanggung Jawab: Kualifikasi:   Tanggung Jawab Memberikan analisa kelayakan bisnis / feasibility study termasuk gap analysis, business modeling, market pricing & financial modeling. Minimum S1 Sistem/Teknik Informatika / Bisnis & Management | Minimum 3 tahun di bidang industri telekomunikasi/ sistem integrasi (pernah bekerja di kantor Consultan IT / Bisnis IT) | Menguasai dasar Sales & Marketing | Dasar dasar Perhitungan Finansial dan Management. | Menguasai pengoperasian MS Office/Canva untuk keperluan penyajian data. | Dapat melakukan presentasi dan penyajian data grafik dengan baik. | Memiliki relasi yang baik dengan beberapa consultant. | Mengetahui dan terampil metode pengumpulan data dari internet dan melakukan analisa dasar. | Pro Aktif, Kritis, Antusias, Kreatif, Komunikatif, Berpenampilan Baik, Menjaga Kerahasiaan Perusahaan terhadapat kepentingan internal & eksternal | Bersedia untuk penempatan kerja Tangerang - Alam Sutera"
Finance (Data Analyst),PT Makuku Care Indonesia ..,"Job Requirements:: Key Responsibilities:: Data Collection and Management:: Production Cost Analysis:: Budgeting and Planning:: Reporting and Visualization:: Performance Measurement and Optimization:: Financial Risk Analysis and Management:: Cross-Department Collaboration:: Compliance and Audit Support:: Job Requirements: Key Responsibilities: Data Collection and Management: Production Cost Analysis: Budgeting and Planning: Reporting and Visualization: Performance Measurement and Optimization: Financial Risk Analysis and Management: Cross-Department Collaboration: Compliance and Audit Support: Bachelor’s degree in relevant fields such as Statistics, Mathematics, Economics, Accounting, Finance, or related areas | Minimum of 2-3 years of experience in data analysis or related roles within the finance sector | Experience in analyzing financial data such as income statements, balance sheets, cash flow statements, and financial projections | Proficiency in programming languages such as SQL, Python, or R for data manipulation and analysis. | Advanced proficiency in Microsoft Excel, including automated financial reporting, macros, and VBA analysis. | In-depth understanding of ERP systems (e.g., SAP, Oracle) and accounting software for data integration. | Gather financial data from various departments such as production, purchasing, warehouse, and sales related to diaper production operations. | Manage data systematically using ERP software or other financial systems. | Ensure the integrity and accuracy of data regarding production costs, overhead, raw material purchases, and finished goods deliveries. | Analyze production costs of diapers, including raw materials, labor, and factory overhead. | Identify areas for cost reduction and efficiency improvement. | Provide reports on Cost of Goods Sold (COGS) and recommend cost optimization strategies. | Assist in the annual budgeting process for the diaper factory, including cost estimates for production and raw material procurement. | Analyze variances between budget and actual results and provide insights for corrective actions. | Actively participate in production forecasting to support financial and material needs. | Prepare financial reports related to production, such as efficiency reports, contribution margins per unit, and costs per unit of diapers. | Create financial dashboards for real-time insights into financial performance within the production department. | Communicate analytical findings to management and production teams to support decision-making. | Use data to analyze machine utilization, labor productivity, and production time efficiency. | Develop analytical models to identify opportunities for productivity improvement and cost reduction. | Monitor key performance indicators (KPIs) such as production output, yield rates, and product reject rates. | Identify financial risks associated with factory operations, including fluctuations in raw material prices, distribution issues, and procurement delays. | Provide insights related to financial risk management that may impact costs and profitability. | Collaborate with production, purchasing, and supply chain teams to gather necessary data for financial analysis. | Work closely with the accounting team to ensure financial reporting and record-keeping comply with accounting standards. | Support internal and external audit processes by providing required data and ensuring compliance with financial regulations. | Ensure analyzed data adheres to applicable financial policies and regulations."
IT Database Engineer,PT Avows Technologies,"Key Responsibilities:: MySQL (version > 5.7), PostgreSQL (version > 10), MongoDB (version > 4.2), and Redis (version > 4.0).: Alibaba, Huawei, and AWS: Qualifications:: Key Responsibilities:
- Proficient in MySQL (version > 5.7), PostgreSQL (version > 10), MongoDB (version > 4.2), and Redis (version > 4.0).
- Understand and implement database clustering concepts.
- Manage database migration processes, ensuring minimal downtime and data integrity.
- Understand and implement data change capture processes.
- Utilize bash scripting for database automation tasks to enhance efficiency.
- Familiarity with database services provided by Alibaba, Huawei, and AWS.
- Monitor daily database performance and events, providing timely insights and recommendations. Qualifications:
- Bachelor's degree in Computer Science, Information Systems, or a related field.
- Proven experience in database management and cloud environments for minimum 2 years.
- Strong problem-solving skills and attention to detail.
- Excellent communication skills and ability to work collaboratively in a team.
- Experience with database clustering and high availability setups.
- Knowledge of performance tuning and optimization techniques."
Central Data Management,PT MAP AKTIF ADIPERKASA,"Job Description:: Requirements:: Job Description: Requirements: Create and maintain store/bazaar opening/closing codes based on the e-Store Opening Form. | Ensure all store/bazaar codes are up-to-date and accurate. | Monitor and fix all data errors in Idocs inbound (raw data) in SAP, such as incomplete sales data. | Ensure all store transactions are posted in SAP and resolve discrepancies in sales and payment data. | Address issues related to corrupted sales data. | Monitor and resolve data differences in Goods In Transit (GIT) for goods allocation from the warehouse to stores. | Manage and create master data items, including Merchandise Category, Product Hierarchy, Characteristic Value (size and color), and Season Indicator. | Process changes in master data items, such as transfer posting articles, reclassifying articles, opening/discontinuing articles, and making article changes. | Support the Inventory Team in processing physical inventory data to ensure accuracy and compliance. | Identify and ensure no data sales have no errors, no differences between data sales and payment on GL TR/POS Clearing. | Bachelor’s degree in Information Management, Business Administration, or a related field. | Minimum of 4 years of experience in data management, preferably in the retail industry. | Proficiency in data management tools and software (e.g., SAP, Excel). | Fluent in speaking English and writing. | Strong analytical and problem-solving skills. | Excellent communication and interpersonal skills. | Attention to detail and a high level of accuracy. | Ability to work collaboratively with cross-functional teams."
IT Business Analyst Digital and New Initiatives,PT Asuransi Jiwa BCA,"Job Description:: Qualifications:: As a Business Analyst, you will work closely with 3rd party vendors to analyze & gather user requirements for digitalization and/or developing existing/new systems to support all sales and non-sales activities in achieving the company's targets and business plans   Job Description:   Qualifications: Explore and analyze user needs to get an Overview of the Applications Needed to Support Business Operational Activities  | Act as a Liaison between Business Users and IT/Vendors | Coordinate with IT regarding System Integration with Other Systems | Participate in the Vendor Selection Process for New System Development | User Coordination during User Acceptance Test (UAT) to Ensure System Suitability According User Requirements Prior to Implementation | Bachelor's Degree in Information System, Computer Science or any major relevant in Information Technology | At least 3 years of working experience as IT Business Analyst | Experience in Insurance is a plus | Good Analytical Skill, System Integration and Good Knowledge in Business Process | Experience in Managing & Supporting Web and Mobile Based Apps | Have Database Query Experience using SQL Server/ Oracle / MySql"
Sales Analyst Manager,SKINTIFIC,"Sales Analyst Manager: Job Description:: Requirements:: Exposure to handling or analyzing data on a large scale, ideally across multiple countries, is a big plus: excellent written and verbal communication in English: Perks and Benefits:: We are looking for a skilled Sales Analyst Manager to join our team and support our sales team to ensure our organization reaches its sales goals each year. You will analyze stock availability, monitor sales performance, and collaborate with cross-functional teams to solve issues and ensure our organization achieves its sales goals. If you are a strategic thinker with a passion for data analysis and sales operations, we’d love to hear from you!. Ultimately, you will work with a team of Salespeople to support the overall sales process throughout the year   Job Description:   Requirements: Perks and Benefits: Providing data regarding Out of Stock in store level. | Problem solving related stock availability issues in store. | Building communication with Beauty Advisors in store, gaining insight regarding issues in store. | Lower down Out of Stock level. | Coordinating with Area Sales Manager and Area Sales Supervisor to solve issues in store. | Analyzing sell in & sell out. | Validating sell in data from distributor, ensuring the data is in accordance. | Maintaining good communication with distributor. | Supporting the sales department with other administrative tasks, if request | Minimum Bachelor’s degree from reputable university | Minimum +4 years of proven experience in a Sales Operations Analyst role or similar position, preferably within the FMCG industry | Proficiency in data analysis tools (Excel, Power BI, Tableau) and familiarity with SQL and Python | Exposure to handling or analyzing data on a large scale, ideally across multiple countries, is a big plus | Strong interpersonal skills with excellent written and verbal communication in English | Ability to work effectively under pressure and meet tight deadlines | Able to join ASAP | Willing to follow WFO policy (Location: Mega Kuningan, Jakarta Selatan)
  | Opportunities for professional growth and development. | Competitive salary and benefits package. | Dynamic and collaborative work environment."
Marketing Intelligence Staff,Yayasan Bina Nusantara,"Job Requirements :: Market Research Consultant: Tableau , SQL, R, Phyton, or other data analytics: Job Responsibilities :: Job Requirements : Job Responsibilities : Minimum Bachelor degree in any major | Have minimum 2 years of working experience in similar work field | Experience in Market Research Consultant would be an advantages | Have a basic design skill | Able to use Tableau , SQL, R, Phyton, or other data analytics software would be an advantages | Have a good data analysis and interpretation | Advance research skill | Establish communication channels with BINUS Business Units related with the competitor, market and new business in Marketing Intelligence  | Plan and review the project proposals of CPI and MCP for Higher Education | Act as a moderator of any qualitative research and act a consultant in any of quantitative research | Manage and monitor the competitor activities, the market activities and the opportunity for a new business | Ensure the quality/accuracy of all reports from its subordinate | Build strong and effective cooperation which support the overall objectives of the department | Ensure excellent operational process and service for all stakeholders"
Financial Specialist (Pangkalan Bun & Kotabaru),PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),"Pangkalan Bun & Kotabaru: PT Asuransi Jiwa Manulife Indonesia membuka kesempatan berkarir di Manulife Bancassurance yang akan ditempatkan di Kantor Cabang Mitra Bank kami sebagai Financial Specialist. Bekerja sama dengan Mitra bank dan Staff Bank dalam merekomendasikan, mempromosikan, memasarkan dan menjual produk kepada nasabah dan melayani pertanyaan dari Mitra Bank, nasabah maupun calon nasabah mengenai produk termasuk dengan memberikan layanan purna jual kepada nasabah. PERSYARATAN : Min S1 dari berbagai jurusan. | Memiliki ketertarikan di bidang Sales & Marketing. | Memiliki kemampuan berkomunikasi dan hubungan interpersonal yang baik. | Memiliki kemampuan interpersonal yang baik termasuk dengan komunitas profesional. | Terbuka kesempatan untuk penempatan di kantor cabang Bank Danamon seluruh area Pangkalan Bun & Kotabaru"
